fireplaces,garage_spaces,category_code,market_value,bathrooms,bedrooms,stories,sale_date,sale_price,total_area,total_livable_area,latitude,longitude
0.0,0.0,1.0,213000.0,2.0,6.0,3.0,2018-01-11,458000.0,1440.0,2870.0,39.9276155468889,-75.1693265722918
2.0,0.0,1.0,468800.0,2.0,6.0,3.0,2018-05-29,550000.0,1791.0,3375.0,39.9271584007516,-75.16870079917891
0.0,0.0,1.0,812000.0,2.0,2.0,9.0,2019-05-02,827500.0,0.0,1390.0,39.9452192544141,-75.1656128806625
0.0,3.0,1.0,1046900.0,3.0,3.0,12.0,2019-05-29,1449700.0,0.0,1709.0,39.9452192544141,-75.1656128806625
0.0,1.0,1.0,851500.0,2.0,2.0,20.0,2018-06-12,3050000.0,0.0,1384.0,39.9452192544141,-75.1656128806625
0.0,1.0,1.0,801500.0,2.0,2.0,20.0,2018-06-12,3050000.0,0.0,1367.0,39.9452192544141,-75.1656128806625
0.0,0.0,1.0,853500.0,2.0,2.0,20.0,2018-06-12,3050000.0,0.0,1390.0,39.9452192544141,-75.1656128806625
0.0,0.0,1.0,1799100.0,2.0,4.0,28.0,2017-12-05,1850000.0,0.0,2445.0,39.9452192544141,-75.1656128806625
0.0,0.0,1.0,1772300.0,2.0,4.0,28.0,2018-01-02,1790000.0,0.0,2309.0,39.9452192544141,-75.1656128806625
0.0,0.0,1.0,3615800.0,2.0,5.0,30.0,2017-01-09,3700000.0,0.0,4569.0,39.9452192544141,-75.1656128806625
0.0,0.0,1.0,183400.0,1.0,3.0,2.0,2017-06-30,140000.0,800.0,1033.0,39.9373967748145,-75.183257766383
0.0,0.0,1.0,168300.0,1.0,3.0,2.0,2017-12-08,155000.0,825.0,1212.0,39.93709119198071,-75.1833151136617
0.0,0.0,1.0,118800.0,1.0,3.0,2.0,2018-09-14,140000.0,825.0,1212.0,39.9370097115089,-75.1833314475831
0.0,0.0,1.0,298500.0,1.0,2.0,2.0,2019-07-05,288000.0,825.0,1272.0,39.9369695120194,-75.1833399429055
0.0,0.0,1.0,113600.0,2.0,3.0,2.0,2017-01-06,119000.0,825.0,1356.0,39.9369314436504,-75.18304248277441
0.0,0.0,1.0,99600.0,1.0,3.0,2.0,2017-06-13,75000.0,1306.0,1248.0,39.9265900630915,-75.1855721703583
0.0,0.0,1.0,99500.0,1.0,3.0,2.0,2017-01-31,91800.0,708.0,1134.0,39.9244380191928,-75.1860564520157
0.0,0.0,1.0,99500.0,1.0,3.0,2.0,2018-10-04,87500.0,708.0,1134.0,39.924246548038,-75.186100245435
0.0,0.0,1.0,99500.0,1.0,3.0,2.0,2019-08-14,95000.0,708.0,1134.0,39.9242095258856,-75.186109328012
0.0,0.0,1.0,99500.0,1.0,3.0,2.0,2017-02-24,50000.0,708.0,1134.0,39.9241721104058,-75.18611730081109
0.0,0.0,1.0,99300.0,1.0,3.0,2.0,2018-11-15,270000.0,686.76,1096.0,39.92344797101521,-75.18594700155009
0.0,0.0,1.0,95300.0,1.0,3.0,2.0,2019-03-18,68295.0,708.0,1020.0,39.9234082923205,-75.1859560672863
0.0,0.0,1.0,95000.0,1.0,3.0,2.0,2019-04-24,80000.0,686.76,1020.0,39.923255982524296,-75.1859894964791
0.0,0.0,1.0,95000.0,1.0,3.0,2.0,2019-06-28,85000.0,686.76,1020.0,39.922791823957795,-75.1860925495625
0.0,0.0,1.0,114400.0,3.0,3.0,2.0,2018-07-10,180000.0,728.0,784.0,39.937786589060394,-75.18284831527791
0.0,0.0,1.0,178200.0,1.0,3.0,2.0,2018-04-18,160000.0,700.0,964.0,39.9375981429977,-75.1832158732696
